city_name,batch,treatment_year,year,treated,post,is_pilot
济南市,1,2013,2010,0,0,1
济南市,1,2013,2011,0,0,1
济南市,1,2013,2012,0,0,1
济南市,1,2013,2013,1,1,1
济南市,1,2013,2014,1,1,1
济南市,1,2013,2015,1,1,1
济南市,1,2013,2016,1,1,1
济南市,1,2013,2017,1,1,1
济南市,1,2013,2018,1,1,1
济南市,1,2013,2019,1,1,1
济南市,1,2013,2020,1,1,1
济南市,1,2013,2021,1,1,1
济南市,1,2013,2022,1,1,1
济南市,1,2013,2023,1,1,1
青岛市,1,2013,2008,0,0,1
青岛市,1,2013,2009,0,0,1
青岛市,1,2013,2010,0,0,1
青岛市,1,2013,2011,0,0,1
青岛市,1,2013,2012,0,0,1
青岛市,1,2013,2013,1,1,1
青岛市,1,2013,2014,1,1,1
青岛市,1,2013,2015,1,1,1
青岛市,1,2013,2016,1,1,1
青岛市,1,2013,2017,1,1,1
青岛市,1,2013,2018,1,1,1
青岛市,1,2013,2019,1,1,1
青岛市,1,2013,2020,1,1,1
青岛市,1,2013,2021,1,1,1
青岛市,1,2013,2022,1,1,1
青岛市,1,2013,2023,1,1,1
东营市,1,2013,2008,0,0,1
东营市,1,2013,2009,0,0,1
东营市,1,2013,2010,0,0,1
东营市,1,2013,2011,0,0,1
东营市,1,2013,2012,0,0,1
东营市,1,2013,2013,1,1,1
东营市,1,2013,2014,1,1,1
东营市,1,2013,2015,1,1,1
东营市,1,2013,2016,1,1,1
东营市,1,2013,2017,1,1,1
东营市,1,2013,2018,1,1,1
东营市,1,2013,2019,1,1,1
东营市,1,2013,2020,1,1,1
东营市,1,2013,2021,1,1,1
东营市,1,2013,2022,1,1,1
东营市,1,2013,2023,1,1,1
威海市,1,2013,2008,0,0,1
威海市,1,2013,2009,0,0,1
威海市,1,2013,2010,0,0,1
威海市,1,2013,2011,0,0,1
威海市,1,2013,2012,0,0,1
威海市,1,2013,2013,1,1,1
威海市,1,2013,2014,1,1,1
威海市,1,2013,2015,1,1,1
威海市,1,2013,2016,1,1,1
威海市,1,2013,2017,1,1,1
威海市,1,2013,2018,1,1,1
威海市,1,2013,2019,1,1,1
威海市,1,2013,2020,1,1,1
威海市,1,2013,2021,1,1,1
威海市,1,2013,2022,1,1,1
威海市,1,2013,2023,1,1,1
郑州市,1,2013,2008,0,0,1
郑州市,1,2013,2009,0,0,1
郑州市,1,2013,2010,0,0,1
郑州市,1,2013,2011,0,0,1
郑州市,1,2013,2012,0,0,1
郑州市,1,2013,2013,1,1,1
郑州市,1,2013,2014,1,1,1
郑州市,1,2013,2015,1,1,1
郑州市,1,2013,2016,1,1,1
郑州市,1,2013,2017,1,1,1
郑州市,1,2013,2018,1,1,1
郑州市,1,2013,2019,1,1,1
郑州市,1,2013,2020,1,1,1
郑州市,1,2013,2021,1,1,1
郑州市,1,2013,2022,1,1,1
郑州市,1,2013,2023,1,1,1
鹤壁市,1,2013,2008,0,0,1
鹤壁市,1,2013,2009,0,0,1
鹤壁市,1,2013,2010,0,0,1
鹤壁市,1,2013,2011,0,0,1
鹤壁市,1,2013,2012,0,0,1
鹤壁市,1,2013,2013,1,1,1
鹤壁市,1,2013,2014,1,1,1
鹤壁市,1,2013,2015,1,1,1
鹤壁市,1,2013,2016,1,1,1
鹤壁市,1,2013,2017,1,1,1
鹤壁市,1,2013,2018,1,1,1
鹤壁市,1,2013,2019,1,1,1
鹤壁市,1,2013,2020,1,1,1
鹤壁市,1,2013,2021,1,1,1
鹤壁市,1,2013,2022,1,1,1
鹤壁市,1,2013,2023,1,1,1
漯河市,1,2013,2008,0,0,1
漯河市,1,2013,2009,0,0,1
漯河市,1,2013,2010,0,0,1
漯河市,1,2013,2011,0,0,1
漯河市,1,2013,2012,0,0,1
漯河市,1,2013,2013,1,1,1
漯河市,1,2013,2014,1,1,1
漯河市,1,2013,2015,1,1,1
漯河市,1,2013,2016,1,1,1
漯河市,1,2013,2017,1,1,1
漯河市,1,2013,2018,1,1,1
漯河市,1,2013,2019,1,1,1
漯河市,1,2013,2020,1,1,1
漯河市,1,2013,2021,1,1,1
漯河市,1,2013,2022,1,1,1
漯河市,1,2013,2023,1,1,1
新乡市,1,2013,2008,0,0,1
新乡市,1,2013,2009,0,0,1
新乡市,1,2013,2010,0,0,1
新乡市,1,2013,2011,0,0,1
新乡市,1,2013,2012,0,0,1
新乡市,1,2013,2013,1,1,1
新乡市,1,2013,2014,1,1,1
新乡市,1,2013,2015,1,1,1
新乡市,1,2013,2016,1,1,1
新乡市,1,2013,2017,1,1,1
新乡市,1,2013,2018,1,1,1
新乡市,1,2013,2019,1,1,1
新乡市,1,2013,2020,1,1,1
新乡市,1,2013,2021,1,1,1
新乡市,1,2013,2022,1,1,1
新乡市,1,2013,2023,1,1,1
武汉市,1,2013,2008,0,0,1
武汉市,1,2013,2009,0,0,1
武汉市,1,2013,2010,0,0,1
武汉市,1,2013,2011,0,0,1
武汉市,1,2013,2012,0,0,1
武汉市,1,2013,2013,1,1,1
武汉市,1,2013,2014,1,1,1
武汉市,1,2013,2015,1,1,1
武汉市,1,2013,2016,1,1,1
武汉市,1,2013,2017,1,1,1
武汉市,1,2013,2018,1,1,1
武汉市,1,2013,2019,1,1,1
武汉市,1,2013,2020,1,1,1
武汉市,1,2013,2021,1,1,1
武汉市,1,2013,2022,1,1,1
武汉市,1,2013,2023,1,1,1
襄阳市,1,2013,2008,0,0,1
襄阳市,1,2013,2009,0,0,1
襄阳市,1,2013,2010,0,0,1
襄阳市,1,2013,2011,0,0,1
襄阳市,1,2013,2012,0,0,1
襄阳市,1,2013,2013,1,1,1
襄阳市,1,2013,2014,1,1,1
襄阳市,1,2013,2015,1,1,1
襄阳市,1,2013,2016,1,1,1
襄阳市,1,2013,2017,1,1,1
襄阳市,1,2013,2018,1,1,1
襄阳市,1,2013,2019,1,1,1
襄阳市,1,2013,2020,1,1,1
襄阳市,1,2013,2021,1,1,1
襄阳市,1,2013,2022,1,1,1
襄阳市,1,2013,2023,1,1,1
宜昌市,1,2013,2008,0,0,1
宜昌市,1,2013,2009,0,0,1
宜昌市,1,2013,2010,0,0,1
宜昌市,1,2013,2011,0,0,1
宜昌市,1,2013,2012,0,0,1
宜昌市,1,2013,2013,1,1,1
宜昌市,1,2013,2014,1,1,1
宜昌市,1,2013,2015,1,1,1
宜昌市,1,2013,2016,1,1,1
宜昌市,1,2013,2017,1,1,1
宜昌市,1,2013,2018,1,1,1
宜昌市,1,2013,2019,1,1,1
宜昌市,1,2013,2020,1,1,1
宜昌市,1,2013,2021,1,1,1
宜昌市,1,2013,2022,1,1,1
宜昌市,1,2013,2023,1,1,1
长沙市,1,2013,2008,0,0,1
长沙市,1,2013,2009,0,0,1
长沙市,1,2013,2010,0,0,1
长沙市,1,2013,2011,0,0,1
长沙市,1,2013,2012,0,0,1
长沙市,1,2013,2013,1,1,1
长沙市,1,2013,2014,1,1,1
长沙市,1,2013,2015,1,1,1
长沙市,1,2013,2016,1,1,1
长沙市,1,2013,2017,1,1,1
长沙市,1,2013,2018,1,1,1
长沙市,1,2013,2019,1,1,1
长沙市,1,2013,2020,1,1,1
长沙市,1,2013,2021,1,1,1
长沙市,1,2013,2022,1,1,1
长沙市,1,2013,2023,1,1,1
株洲市,1,2013,2008,0,0,1
株洲市,1,2013,2009,0,0,1
株洲市,1,2013,2010,0,0,1
株洲市,1,2013,2011,0,0,1
株洲市,1,2013,2012,0,0,1
株洲市,1,2013,2013,1,1,1
株洲市,1,2013,2014,1,1,1
株洲市,1,2013,2015,1,1,1
株洲市,1,2013,2016,1,1,1
株洲市,1,2013,2017,1,1,1
株洲市,1,2013,2018,1,1,1
株洲市,1,2013,2019,1,1,1
株洲市,1,2013,2020,1,1,1
株洲市,1,2013,2021,1,1,1
株洲市,1,2013,2022,1,1,1
株洲市,1,2013,2023,1,1,1
湘潭市,1,2013,2008,0,0,1
湘潭市,1,2013,2009,0,0,1
湘潭市,1,2013,2010,0,0,1
湘潭市,1,2013,2011,0,0,1
湘潭市,1,2013,2012,0,0,1
湘潭市,1,2013,2013,1,1,1
湘潭市,1,2013,2014,1,1,1
湘潭市,1,2013,2015,1,1,1
湘潭市,1,2013,2016,1,1,1
湘潭市,1,2013,2017,1,1,1
湘潭市,1,2013,2018,1,1,1
湘潭市,1,2013,2019,1,1,1
湘潭市,1,2013,2020,1,1,1
湘潭市,1,2013,2021,1,1,1
湘潭市,1,2013,2022,1,1,1
湘潭市,1,2013,2023,1,1,1
广州市,1,2013,2008,0,0,1
广州市,1,2013,2009,0,0,1
广州市,1,2013,2010,0,0,1
广州市,1,2013,2011,0,0,1
广州市,1,2013,2012,0,0,1
广州市,1,2013,2013,1,1,1
广州市,1,2013,2014,1,1,1
广州市,1,2013,2015,1,1,1
广州市,1,2013,2016,1,1,1
广州市,1,2013,2017,1,1,1
广州市,1,2013,2018,1,1,1
广州市,1,2013,2019,1,1,1
广州市,1,2013,2020,1,1,1
广州市,1,2013,2021,1,1,1
广州市,1,2013,2022,1,1,1
广州市,1,2013,2023,1,1,1
深圳市,1,2013,2008,0,0,1
深圳市,1,2013,2009,0,0,1
深圳市,1,2013,2010,0,0,1
深圳市,1,2013,2011,0,0,1
深圳市,1,2013,2012,0,0,1
深圳市,1,2013,2013,1,1,1
深圳市,1,2013,2014,1,1,1
深圳市,1,2013,2015,1,1,1
深圳市,1,2013,2016,1,1,1
深圳市,1,2013,2017,1,1,1
深圳市,1,2013,2018,1,1,1
深圳市,1,2013,2019,1,1,1
深圳市,1,2013,2020,1,1,1
深圳市,1,2013,2021,1,1,1
深圳市,1,2013,2022,1,1,1
深圳市,1,2013,2023,1,1,1
珠海市,1,2013,2008,0,0,1
珠海市,1,2013,2009,0,0,1
珠海市,1,2013,2010,0,0,1
珠海市,1,2013,2011,0,0,1
珠海市,1,2013,2012,0,0,1
珠海市,1,2013,2013,1,1,1
珠海市,1,2013,2014,1,1,1
珠海市,1,2013,2015,1,1,1
珠海市,1,2013,2016,1,1,1
珠海市,1,2013,2017,1,1,1
珠海市,1,2013,2018,1,1,1
珠海市,1,2013,2019,1,1,1
珠海市,1,2013,2020,1,1,1
珠海市,1,2013,2021,1,1,1
珠海市,1,2013,2022,1,1,1
珠海市,1,2013,2023,1,1,1
佛山市,1,2013,2008,0,0,1
佛山市,1,2013,2009,0,0,1
佛山市,1,2013,2010,0,0,1
佛山市,1,2013,2011,0,0,1
佛山市,1,2013,2012,0,0,1
佛山市,1,2013,2013,1,1,1
佛山市,1,2013,2014,1,1,1
佛山市,1,2013,2015,1,1,1
佛山市,1,2013,2016,1,1,1
佛山市,1,2013,2017,1,1,1
佛山市,1,2013,2018,1,1,1
佛山市,1,2013,2019,1,1,1
佛山市,1,2013,2020,1,1,1
佛山市,1,2013,2021,1,1,1
佛山市,1,2013,2022,1,1,1
佛山市,1,2013,2023,1,1,1
东莞市,1,2013,2008,0,0,1
东莞市,1,2013,2009,0,0,1
东莞市,1,2013,2010,0,0,1
东莞市,1,2013,2011,0,0,1
东莞市,1,2013,2012,0,0,1
东莞市,1,2013,2013,1,1,1
东莞市,1,2013,2014,1,1,1
东莞市,1,2013,2015,1,1,1
东莞市,1,2013,2016,1,1,1
东莞市,1,2013,2017,1,1,1
东莞市,1,2013,2018,1,1,1
东莞市,1,2013,2019,1,1,1
东莞市,1,2013,2020,1,1,1
东莞市,1,2013,2021,1,1,1
东莞市,1,2013,2022,1,1,1
东莞市,1,2013,2023,1,1,1
南宁市,1,2013,2008,0,0,1
南宁市,1,2013,2009,0,0,1
南宁市,1,2013,2010,0,0,1
南宁市,1,2013,2011,0,0,1
南宁市,1,2013,2012,0,0,1
南宁市,1,2013,2013,1,1,1
南宁市,1,2013,2014,1,1,1
南宁市,1,2013,2015,1,1,1
南宁市,1,2013,2016,1,1,1
南宁市,1,2013,2017,1,1,1
南宁市,1,2013,2018,1,1,1
南宁市,1,2013,2019,1,1,1
南宁市,1,2013,2020,1,1,1
南宁市,1,2013,2021,1,1,1
南宁市,1,2013,2022,1,1,1
南宁市,1,2013,2023,1,1,1
柳州市,1,2013,2008,0,0,1
柳州市,1,2013,2009,0,0,1
柳州市,1,2013,2010,0,0,1
柳州市,1,2013,2011,0,0,1
柳州市,1,2013,2012,0,0,1
柳州市,1,2013,2013,1,1,1
柳州市,1,2013,2014,1,1,1
柳州市,1,2013,2015,1,1,1
柳州市,1,2013,2016,1,1,1
柳州市,1,2013,2017,1,1,1
柳州市,1,2013,2018,1,1,1
柳州市,1,2013,2019,1,1,1
柳州市,1,2013,2020,1,1,1
柳州市,1,2013,2021,1,1,1
柳州市,1,2013,2022,1,1,1
柳州市,1,2013,2023,1,1,1
海口市,1,2013,2008,0,0,1
海口市,1,2013,2009,0,0,1
海口市,1,2013,2010,0,0,1
海口市,1,2013,2011,0,0,1
海口市,1,2013,2012,0,0,1
海口市,1,2013,2013,1,1,1
海口市,1,2013,2014,1,1,1
海口市,1,2013,2015,1,1,1
海口市,1,2013,2016,1,1,1
海口市,1,2013,2017,1,1,1
海口市,1,2013,2018,1,1,1
海口市,1,2013,2019,1,1,1
海口市,1,2013,2020,1,1,1
海口市,1,2013,2021,1,1,1
海口市,1,2013,2022,1,1,1
海口市,1,2013,2023,1,1,1
三亚市,1,2013,2008,0,0,1
三亚市,1,2013,2009,0,0,1
三亚市,1,2013,2010,0,0,1
三亚市,1,2013,2011,0,0,1
三亚市,1,2013,2012,0,0,1
三亚市,1,2013,2013,1,1,1
三亚市,1,2013,2014,1,1,1
三亚市,1,2013,2015,1,1,1
三亚市,1,2013,2016,1,1,1
三亚市,1,2013,2017,1,1,1
三亚市,1,2013,2018,1,1,1
三亚市,1,2013,2019,1,1,1
三亚市,1,2013,2020,1,1,1
三亚市,1,2013,2021,1,1,1
三亚市,1,2013,2022,1,1,1
三亚市,1,2013,2023,1,1,1
成都市,1,2013,2008,0,0,1
成都市,1,2013,2009,0,0,1
成都市,1,2013,2010,0,0,1
成都市,1,2013,2011,0,0,1
成都市,1,2013,2012,0,0,1
成都市,1,2013,2013,1,1,1
成都市,1,2013,2014,1,1,1
成都市,1,2013,2015,1,1,1
成都市,1,2013,2016,1,1,1
成都市,1,2013,2017,1,1,1
成都市,1,2013,2018,1,1,1
成都市,1,2013,2019,1,1,1
成都市,1,2013,2020,1,1,1
成都市,1,2013,2021,1,1,1
成都市,1,2013,2022,1,1,1
成都市,1,2013,2023,1,1,1
绵阳市,1,2013,2008,0,0,1
绵阳市,1,2013,2009,0,0,1
绵阳市,1,2013,2010,0,0,1
绵阳市,1,2013,2011,0,0,1
绵阳市,1,2013,2012,0,0,1
绵阳市,1,2013,2013,1,1,1
绵阳市,1,2013,2014,1,1,1
绵阳市,1,2013,2015,1,1,1
绵阳市,1,2013,2016,1,1,1
绵阳市,1,2013,2017,1,1,1
绵阳市,1,2013,2018,1,1,1
绵阳市,1,2013,2019,1,1,1
绵阳市,1,2013,2020,1,1,1
绵阳市,1,2013,2021,1,1,1
绵阳市,1,2013,2022,1,1,1
绵阳市,1,2013,2023,1,1,1
乐山市,1,2013,2008,0,0,1
乐山市,1,2013,2009,0,0,1
乐山市,1,2013,2010,0,0,1
乐山市,1,2013,2011,0,0,1
乐山市,1,2013,2012,0,0,1
乐山市,1,2013,2013,1,1,1
乐山市,1,2013,2014,1,1,1
乐山市,1,2013,2015,1,1,1
乐山市,1,2013,2016,1,1,1
乐山市,1,2013,2017,1,1,1
乐山市,1,2013,2018,1,1,1
乐山市,1,2013,2019,1,1,1
乐山市,1,2013,2020,1,1,1
乐山市,1,2013,2021,1,1,1
乐山市,1,2013,2022,1,1,1
乐山市,1,2013,2023,1,1,1
贵阳市,1,2013,2008,0,0,1
贵阳市,1,2013,2009,0,0,1
贵阳市,1,2013,2010,0,0,1
贵阳市,1,2013,2011,0,0,1
贵阳市,1,2013,2012,0,0,1
贵阳市,1,2013,2013,1,1,1
贵阳市,1,2013,2014,1,1,1
贵阳市,1,2013,2015,1,1,1
贵阳市,1,2013,2016,1,1,1
贵阳市,1,2013,2017,1,1,1
贵阳市,1,2013,2018,1,1,1
贵阳市,1,2013,2019,1,1,1
贵阳市,1,2013,2020,1,1,1
贵阳市,1,2013,2021,1,1,1
贵阳市,1,2013,2022,1,1,1
贵阳市,1,2013,2023,1,1,1
遵义市,1,2013,2008,0,0,1
遵义市,1,2013,2009,0,0,1
遵义市,1,2013,2010,0,0,1
遵义市,1,2013,2011,0,0,1
遵义市,1,2013,2012,0,0,1
遵义市,1,2013,2013,1,1,1
遵义市,1,2013,2014,1,1,1
遵义市,1,2013,2015,1,1,1
遵义市,1,2013,2016,1,1,1
遵义市,1,2013,2017,1,1,1
遵义市,1,2013,2018,1,1,1
遵义市,1,2013,2019,1,1,1
遵义市,1,2013,2020,1,1,1
遵义市,1,2013,2021,1,1,1
遵义市,1,2013,2022,1,1,1
遵义市,1,2013,2023,1,1,1
昆明市,1,2013,2008,0,0,1
昆明市,1,2013,2009,0,0,1
昆明市,1,2013,2010,0,0,1
昆明市,1,2013,2011,0,0,1
昆明市,1,2013,2012,0,0,1
昆明市,1,2013,2013,1,1,1
昆明市,1,2013,2014,1,1,1
昆明市,1,2013,2015,1,1,1
昆明市,1,2013,2016,1,1,1
昆明市,1,2013,2017,1,1,1
昆明市,1,2013,2018,1,1,1
昆明市,1,2013,2019,1,1,1
昆明市,1,2013,2020,1,1,1
昆明市,1,2013,2021,1,1,1
昆明市,1,2013,2022,1,1,1
昆明市,1,2013,2023,1,1,1
玉溪市,1,2013,2008,0,0,1
玉溪市,1,2013,2009,0,0,1
玉溪市,1,2013,2010,0,0,1
玉溪市,1,2013,2011,0,0,1
玉溪市,1,2013,2012,0,0,1
玉溪市,1,2013,2013,1,1,1
玉溪市,1,2013,2014,1,1,1
玉溪市,1,2013,2015,1,1,1
玉溪市,1,2013,2016,1,1,1
玉溪市,1,2013,2017,1,1,1
玉溪市,1,2013,2018,1,1,1
玉溪市,1,2013,2019,1,1,1
玉溪市,1,2013,2020,1,1,1
玉溪市,1,2013,2021,1,1,1
玉溪市,1,2013,2022,1,1,1
玉溪市,1,2013,2023,1,1,1
西安市,1,2013,2008,0,0,1
西安市,1,2013,2009,0,0,1
西安市,1,2013,2010,0,0,1
西安市,1,2013,2011,0,0,1
西安市,1,2013,2012,0,0,1
西安市,1,2013,2013,1,1,1
西安市,1,2013,2014,1,1,1
西安市,1,2013,2015,1,1,1
西安市,1,2013,2016,1,1,1
西安市,1,2013,2017,1,1,1
西安市,1,2013,2018,1,1,1
西安市,1,2013,2019,1,1,1
西安市,1,2013,2020,1,1,1
西安市,1,2013,2021,1,1,1
西安市,1,2013,2022,1,1,1
西安市,1,2013,2023,1,1,1
咸阳市,1,2013,2008,0,0,1
咸阳市,1,2013,2009,0,0,1
咸阳市,1,2013,2010,0,0,1
咸阳市,1,2013,2011,0,0,1
咸阳市,1,2013,2012,0,0,1
咸阳市,1,2013,2013,1,1,1
咸阳市,1,2013,2014,1,1,1
咸阳市,1,2013,2015,1,1,1
咸阳市,1,2013,2016,1,1,1
咸阳市,1,2013,2017,1,1,1
咸阳市,1,2013,2018,1,1,1
咸阳市,1,2013,2019,1,1,1
咸阳市,1,2013,2020,1,1,1
咸阳市,1,2013,2021,1,1,1
咸阳市,1,2013,2022,1,1,1
咸阳市,1,2013,2023,1,1,1
延安市,1,2013,2008,0,0,1
延安市,1,2013,2009,0,0,1
延安市,1,2013,2010,0,0,1
延安市,1,2013,2011,0,0,1
延安市,1,2013,2012,0,0,1
延安市,1,2013,2013,1,1,1
延安市,1,2013,2014,1,1,1
延安市,1,2013,2015,1,1,1
延安市,1,2013,2016,1,1,1
延安市,1,2013,2017,1,1,1
延安市,1,2013,2018,1,1,1
延安市,1,2013,2019,1,1,1
延安市,1,2013,2020,1,1,1
延安市,1,2013,2021,1,1,1
延安市,1,2013,2022,1,1,1
延安市,1,2013,2023,1,1,1
兰州市,1,2013,2008,0,0,1
兰州市,1,2013,2009,0,0,1
兰州市,1,2013,2010,0,0,1
兰州市,1,2013,2011,0,0,1
兰州市,1,2013,2012,0,0,1
兰州市,1,2013,2013,1,1,1
兰州市,1,2013,2014,1,1,1
兰州市,1,2013,2015,1,1,1
兰州市,1,2013,2016,1,1,1
兰州市,1,2013,2017,1,1,1
兰州市,1,2013,2018,1,1,1
兰州市,1,2013,2019,1,1,1
兰州市,1,2013,2020,1,1,1
兰州市,1,2013,2021,1,1,1
兰州市,1,2013,2022,1,1,1
兰州市,1,2013,2023,1,1,1
金昌市,1,2013,2008,0,0,1
金昌市,1,2013,2009,0,0,1
金昌市,1,2013,2010,0,0,1
金昌市,1,2013,2011,0,0,1
金昌市,1,2013,2012,0,0,1
金昌市,1,2013,2013,1,1,1
金昌市,1,2013,2014,1,1,1
金昌市,1,2013,2015,1,1,1
金昌市,1,2013,2016,1,1,1
金昌市,1,2013,2017,1,1,1
金昌市,1,2013,2018,1,1,1
金昌市,1,2013,2019,1,1,1
金昌市,1,2013,2020,1,1,1
金昌市,1,2013,2021,1,1,1
金昌市,1,2013,2022,1,1,1
金昌市,1,2013,2023,1,1,1
西宁市,1,2013,2008,0,0,1
西宁市,1,2013,2009,0,0,1
西宁市,1,2013,2010,0,0,1
西宁市,1,2013,2011,0,0,1
西宁市,1,2013,2012,0,0,1
西宁市,1,2013,2013,1,1,1
西宁市,1,2013,2014,1,1,1
西宁市,1,2013,2015,1,1,1
西宁市,1,2013,2016,1,1,1
西宁市,1,2013,2017,1,1,1
西宁市,1,2013,2018,1,1,1
西宁市,1,2013,2019,1,1,1
西宁市,1,2013,2020,1,1,1
西宁市,1,2013,2021,1,1,1
西宁市,1,2013,2022,1,1,1
西宁市,1,2013,2023,1,1,1
银川市,1,2013,2008,0,0,1
银川市,1,2013,2009,0,0,1
银川市,1,2013,2010,0,0,1
银川市,1,2013,2011,0,0,1
银川市,1,2013,2012,0,0,1
银川市,1,2013,2013,1,1,1
银川市,1,2013,2014,1,1,1
银川市,1,2013,2015,1,1,1
银川市,1,2013,2016,1,1,1
银川市,1,2013,2017,1,1,1
银川市,1,2013,2018,1,1,1
银川市,1,2013,2019,1,1,1
银川市,1,2013,2020,1,1,1
银川市,1,2013,2021,1,1,1
银川市,1,2013,2022,1,1,1
银川市,1,2013,2023,1,1,1
乌鲁木齐市,1,2013,2008,0,0,1
乌鲁木齐市,1,2013,2009,0,0,1
乌鲁木齐市,1,2013,2010,0,0,1
乌鲁木齐市,1,2013,2011,0,0,1
乌鲁木齐市,1,2013,2012,0,0,1
乌鲁木齐市,1,2013,2013,1,1,1
乌鲁木齐市,1,2013,2014,1,1,1
乌鲁木齐市,1,2013,2015,1,1,1
乌鲁木齐市,1,2013,2016,1,1,1
乌鲁木齐市,1,2013,2017,1,1,1
乌鲁木齐市,1,2013,2018,1,1,1
乌鲁木齐市,1,2013,2019,1,1,1
乌鲁木齐市,1,2013,2020,1,1,1
乌鲁木齐市,1,2013,2021,1,1,1
乌鲁木齐市,1,2013,2022,1,1,1
乌鲁木齐市,1,2013,2023,1,1,1
克拉玛依市,1,2013,2008,0,0,1
克拉玛依市,1,2013,2009,0,0,1
克拉玛依市,1,2013,2010,0,0,1
克拉玛依市,1,2013,2011,0,0,1
克拉玛依市,1,2013,2012,0,0,1
克拉玛依市,1,2013,2013,1,1,1
克拉玛依市,1,2013,2014,1,1,1
克拉玛依市,1,2013,2015,1,1,1
克拉玛依市,1,2013,2016,1,1,1
克拉玛依市,1,2013,2017,1,1,1
克拉玛依市,1,2013,2018,1,1,1
克拉玛依市,1,2013,2019,1,1,1
克拉玛依市,1,2013,2020,1,1,1
克拉玛依市,1,2013,2021,1,1,1
克拉玛依市,1,2013,2022,1,1,1
克拉玛依市,1,2013,2023,1,1,1
唐山市,2,2014,2008,0,0,1
唐山市,2,2014,2009,0,0,1
唐山市,2,2014,2010,0,0,1
唐山市,2,2014,2011,0,0,1
唐山市,2,2014,2012,0,0,1
唐山市,2,2014,2013,0,0,1
唐山市,2,2014,2014,1,1,1
唐山市,2,2014,2015,1,1,1
唐山市,2,2014,2016,1,1,1
唐山市,2,2014,2017,1,1,1
唐山市,2,2014,2018,1,1,1
唐山市,2,2014,2019,1,1,1
唐山市,2,2014,2020,1,1,1
唐山市,2,2014,2021,1,1,1
唐山市,2,2014,2022,1,1,1
唐山市,2,2014,2023,1,1,1
沧州市,2,2014,2008,0,0,1
沧州市,2,2014,2009,0,0,1
沧州市,2,2014,2010,0,0,1
沧州市,2,2014,2011,0,0,1
沧州市,2,2014,2012,0,0,1
沧州市,2,2014,2013,0,0,1
沧州市,2,2014,2014,1,1,1
沧州市,2,2014,2015,1,1,1
沧州市,2,2014,2016,1,1,1
沧州市,2,2014,2017,1,1,1
沧州市,2,2014,2018,1,1,1
沧州市,2,2014,2019,1,1,1
沧州市,2,2014,2020,1,1,1
沧州市,2,2014,2021,1,1,1
沧州市,2,2014,2022,1,1,1
沧州市,2,2014,2023,1,1,1
衡水市,2,2014,2008,0,0,1
衡水市,2,2014,2009,0,0,1
衡水市,2,2014,2010,0,0,1
衡水市,2,2014,2011,0,0,1
衡水市,2,2014,2012,0,0,1
衡水市,2,2014,2013,0,0,1
衡水市,2,2014,2014,1,1,1
衡水市,2,2014,2015,1,1,1
衡水市,2,2014,2016,1,1,1
衡水市,2,2014,2017,1,1,1
衡水市,2,2014,2018,1,1,1
衡水市,2,2014,2019,1,1,1
衡水市,2,2014,2020,1,1,1
衡水市,2,2014,2021,1,1,1
衡水市,2,2014,2022,1,1,1
衡水市,2,2014,2023,1,1,1
邢台市,2,2014,2008,0,0,1
邢台市,2,2014,2009,0,0,1
邢台市,2,2014,2010,0,0,1
邢台市,2,2014,2011,0,0,1
邢台市,2,2014,2012,0,0,1
邢台市,2,2014,2013,0,0,1
邢台市,2,2014,2014,1,1,1
邢台市,2,2014,2015,1,1,1
邢台市,2,2014,2016,1,1,1
邢台市,2,2014,2017,1,1,1
邢台市,2,2014,2018,1,1,1
邢台市,2,2014,2019,1,1,1
邢台市,2,2014,2020,1,1,1
邢台市,2,2014,2021,1,1,1
邢台市,2,2014,2022,1,1,1
邢台市,2,2014,2023,1,1,1
晋城市,2,2014,2008,0,0,1
晋城市,2,2014,2009,0,0,1
晋城市,2,2014,2010,0,0,1
晋城市,2,2014,2011,0,0,1
晋城市,2,2014,2012,0,0,1
晋城市,2,2014,2013,0,0,1
晋城市,2,2014,2014,1,1,1
晋城市,2,2014,2015,1,1,1
晋城市,2,2014,2016,1,1,1
晋城市,2,2014,2017,1,1,1
晋城市,2,2014,2018,1,1,1
晋城市,2,2014,2019,1,1,1
晋城市,2,2014,2020,1,1,1
晋城市,2,2014,2021,1,1,1
晋城市,2,2014,2022,1,1,1
晋城市,2,2014,2023,1,1,1
朔州市,2,2014,2008,0,0,1
朔州市,2,2014,2009,0,0,1
朔州市,2,2014,2010,0,0,1
朔州市,2,2014,2011,0,0,1
朔州市,2,2014,2012,0,0,1
朔州市,2,2014,2013,0,0,1
朔州市,2,2014,2014,1,1,1
朔州市,2,2014,2015,1,1,1
朔州市,2,2014,2016,1,1,1
朔州市,2,2014,2017,1,1,1
朔州市,2,2014,2018,1,1,1
朔州市,2,2014,2019,1,1,1
朔州市,2,2014,2020,1,1,1
朔州市,2,2014,2021,1,1,1
朔州市,2,2014,2022,1,1,1
朔州市,2,2014,2023,1,1,1
运城市,2,2014,2008,0,0,1
运城市,2,2014,2009,0,0,1
运城市,2,2014,2010,0,0,1
运城市,2,2014,2011,0,0,1
运城市,2,2014,2012,0,0,1
运城市,2,2014,2013,0,0,1
运城市,2,2014,2014,1,1,1
运城市,2,2014,2015,1,1,1
运城市,2,2014,2016,1,1,1
运城市,2,2014,2017,1,1,1
运城市,2,2014,2018,1,1,1
